JOB CODE,Compensation Grade,MIN,MID,MAX,FLSA,Job Class ID
60970,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N27
61033,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N41
61057,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N02
61100,S17,$20.17,$25.71,$31.26,EXEMPT,P12
61126,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N14
61158,S17,$20.17,$25.71,$31.26,NON-EXEMPT,E02
61160,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N44
61163,S17,$20.17,$25.71,$31.26,NON-EXEMPT,E02
61175,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N14
61188,S17,$20.17,$25.71,$31.26,NON-EXEMPT,E02
61234,S17,$20.17,$25.71,$31.26,EXEMPT,N21
61334,S17,$20.17,$25.71,$31.26,NON-EXEMPT,P47
61385,S17,$20.17,$25.71,$31.26,NON-EXEMPT,P47
61506,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N45
61654,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N29
61670,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N27
61739,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N18
61763,S17,$20.17,$25.71,$31.26,NON-EXEMPT,R05
68065,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N02
68261,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N45
68262,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N27
68283,S17,$20.17,$25.71,$31.26,NON-EXEMPT,P04
68318,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N25
69118,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N45
69134,S17,$20.17,$25.71,$31.26,NON-EXEMPT,N45
50684,S18,$21.18,$27.00,$32.83,EXEMPT,N27
60039,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N02
60164,S18,$21.18,$27.00,$32.83,NON-EXEMPT,E02
60184,S18,$21.18,$27.00,$32.83,NON-EXEMPT,L01
60265,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
60472,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N44
60482,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
60497,S18,$21.18,$27.00,$32.83,EXEMPT,N50
60565,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
60612,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N15
60633,S18,$21.18,$27.00,$32.83,EXEMPT,N02
60662,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
60701,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P03
60956,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N25
60957,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N43
60982,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
61042,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P47
61065,S18,$21.18,$27.00,$32.83,EXEMPT,L02
61148,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
61209,S18,$21.18,$27.00,$32.83,NON-EXEMPT,E02
61211,S18,$21.18,$27.00,$32.83,EXEMPT,E02
61214,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
61281,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N25
61321,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N25
61372,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N25
61457,S18,$21.18,$27.00,$32.83,EXEMPT,N02
61515,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
61516,S18,$21.18,$27.00,$32.83,EXEMPT,N50
61531,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
61533,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
61601,S18,$21.18,$27.00,$32.83,NON-EXEMPT,E02
61620,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N15
61645,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P49
61655,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P63
61661,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N02
61738,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N44
61975,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N02
62209,S18,$21.18,$27.00,$32.83,NON-EXEMPT,E02
62358,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N13
62572,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N25
62574,S18,$21.18,$27.00,$32.83,NON-EXEMPT,E02
68235,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68244,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68280,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68298,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68316,S18,$21.18,$27.00,$32.83,NON-EXEMPT,P21
68325,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68328,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68329,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68332,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68333,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
68335,S18,$21.18,$27.00,$32.83,NON-EXEMPT,N45
69109,S18,$21.18,$27.00,$32.83,EXEMPT,N02
50674,S19,$22.24,$28.35,$34.47,NON-EXEMPT,SL1
50914,S19,$22.24,$28.35,$34.47,NON-EXEMPT,S01
50946,S19,$22.24,$28.35,$34.47,NON-EXEMPT,S01
50947,S19,$22.24,$28.35,$34.47,NON-EXEMPT,S01
51083,S19,$22.24,$28.35,$34.47,EXEMPT,S01
51087,S19,$22.24,$28.35,$34.47,EXEMPT,S01
51088,S19,$22.24,$28.35,$34.47,EXEMPT,S01
51089,S19,$22.24,$28.35,$34.47,EXEMPT,S01
51245,S19,$22.24,$28.35,$34.47,NON-EXEMPT,SP1
51584,S19,$22.24,$28.35,$34.47,EXEMPT,S01
51766,S19,$22.24,$28.35,$34.47,NON-EXEMPT,SP1
54390,S19,$22.24,$28.35,$34.47,NON-EXEMPT,S01
58226,S19,$22.24,$28.35,$34.47,EXEMPT,S01
60104,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60105,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60210,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P10
60490,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N25
60570,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N45
60702,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P52
60710,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P10
60713,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P10
60717,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60724,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60740,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60784,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L02
60797,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60798,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60878,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
60979,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N08
60990,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L03
61120,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N14
61121,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N14
61123,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N14
61145,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P49
61238,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P03
61473,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L03
61517,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N02
61534,S19,$22.24,$28.35,$34.47,NON-EXEMPT,N45
61545,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P49
61576,S19,$22.24,$28.35,$34.47,EXEMPT,N27
61880,S19,$22.24,$28.35,$34.47,EXEMPT,N27
62105,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
62411,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
68702,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P52
68893,S19,$22.24,$28.35,$34.47,NON-EXEMPT,P03
69001,S19,$22.24,$28.35,$34.47,EXEMPT,N42
69116,S19,$22.24,$28.35,$34.47,NON-EXEMPT,L01
50876,S20,$23.35,$29.77,$36.19,NON-EXEMPT,SL1
51127,S20,$23.35,$29.77,$36.19,EXEMPT,S01
51157,S20,$23.35,$29.77,$36.19,EXEMPT,S01
51230,S20,$23.35,$29.77,$36.19,EXEMPT,S01
51331,S20,$23.35,$29.77,$36.19,EXEMPT,S01
51752,S20,$23.35,$29.77,$36.19,EXEMPT,S01
52892,S20,$23.35,$29.77,$36.19,EXEMPT,S01
60174,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
60433,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N41
60461,S20,$23.35,$29.77,$36.19,EXEMPT,N25
60527,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N45
60545,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N45
60550,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N45
60571,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N45
60655,S20,$23.35,$29.77,$36.19,EXEMPT,P63
60659,S20,$23.35,$29.77,$36.19,EXEMPT,P18
60737,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N15
60766,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N15
60770,S20,$23.35,$29.77,$36.19,EXEMPT,N25
60792,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
60827,S20,$23.35,$29.77,$36.19,EXEMPT,P18
60893,S20,$23.35,$29.77,$36.19,EXEMPT,N41
60899,S20,$23.35,$29.77,$36.19,EXEMPT,N25
60980,S20,$23.35,$29.77,$36.19,EXEMPT,N02
61030,S20,$23.35,$29.77,$36.19,EXEMPT,R05
61109,S20,$23.35,$29.77,$36.19,EXEMPT,N45
61227,S20,$23.35,$29.77,$36.19,EXEMPT,N21
61230,S20,$23.35,$29.77,$36.19,EXEMPT,N25
61331,S20,$23.35,$29.77,$36.19,EXEMPT,N21
61344,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N27
61346,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N14
61384,S20,$23.35,$29.77,$36.19,EXEMPT,N42
61496,S20,$23.35,$29.77,$36.19,EXEMPT,N28
61526,S20,$23.35,$29.77,$36.19,EXEMPT,N25
61679,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N14
61736,S20,$23.35,$29.77,$36.19,EXEMPT,N10
61741,S20,$23.35,$29.77,$36.19,EXEMPT,N18
61742,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N25
61753,S20,$23.35,$29.77,$36.19,EXEMPT,N16
61760,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
61768,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
61786,S20,$23.35,$29.77,$36.19,EXEMPT,N16
61807,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N02
62361,S20,$23.35,$29.77,$36.19,EXEMPT,N02
62760,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
62907,S20,$23.35,$29.77,$36.19,NON-EXEMPT,P52
62955,S20,$23.35,$29.77,$36.19,EXEMPT,L01
63074,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63075,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63076,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63077,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63078,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63079,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
63080,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
65751,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
68215,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N38
68222,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N50
68236,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N25
68241,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N25
68291,S20,$23.35,$29.77,$36.19,NON-EXEMPT,L01
68292,S20,$23.35,$29.77,$36.19,NON-EXEMPT,N50
68314,S20,$23.35,$29.77,$36.19,EXEMPT,P03
68907,S20,$23.35,$29.77,$36.19,NON-EXEMPT,P52
51027,S21,$24.51,$31.26,$38.00,EXEMPT,S01
51101,S21,$24.51,$31.26,$38.00,EXEMPT,P18
51236,S21,$24.51,$31.26,$38.00,NON-EXEMPT,SE1
51346,S21,$24.51,$31.26,$38.00,EXEMPT,SL1
51354,S21,$24.51,$31.26,$38.00,EXEMPT,S01
51846,S21,$24.51,$31.26,$38.00,NON-EXEMPT,S01
60155,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
60252,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
60255,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
60377,S21,$24.51,$31.26,$38.00,EXEMPT,N02
60388,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N27
60392,S21,$24.51,$31.26,$38.00,EXEMPT,N02
60489,S21,$24.51,$31.26,$38.00,EXEMPT,N02
60588,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N25
60673,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N15
60709,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
60795,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
60805,S21,$24.51,$31.26,$38.00,EXEMPT,P18
60822,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P17
60824,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P17
60953,S21,$24.51,$31.26,$38.00,EXEMPT,N15
61149,S21,$24.51,$31.26,$38.00,EXEMPT,N21
61195,S21,$24.51,$31.26,$38.00,EXEMPT,L02
61224,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N27
61226,S21,$24.51,$31.26,$38.00,EXEMPT,P18
61237,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N25
61240,S21,$24.51,$31.26,$38.00,EXEMPT,P18
61246,S21,$24.51,$31.26,$38.00,EXEMPT,N38
61257,S21,$24.51,$31.26,$38.00,EXEMPT,P18
61308,S21,$24.51,$31.26,$38.00,EXEMPT,N02
61431,S21,$24.51,$31.26,$38.00,EXEMPT,N25
61472,S21,$24.51,$31.26,$38.00,EXEMPT,P18
61618,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P10
61673,S21,$24.51,$31.26,$38.00,NON-EXEMPT,N45
61681,S21,$24.51,$31.26,$38.00,EXEMPT,N27
61687,S21,$24.51,$31.26,$38.00,EXEMPT,N27
62240,S21,$24.51,$31.26,$38.00,NON-EXEMPT,P18
64929,S21,$24.51,$31.26,$38.00,EXEMPT,N25
51207,S22,$25.74,$32.82,$39.90,EXEMPT,S01
51255,S22,$25.74,$32.82,$39.90,EXEMPT,S01
51409,S22,$25.74,$32.82,$39.90,EXEMPT,S01
60016,S22,$25.74,$32.82,$39.90,EXEMPT,N02
60107,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P14
60165,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N07
60456,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N45
60478,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N42
60501,S22,$25.74,$32.82,$39.90,EXEMPT,N50
60528,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N45
60547,S22,$25.74,$32.82,$39.90,EXEMPT,N42
60576,S22,$25.74,$32.82,$39.90,EXEMPT,N16
60647,S22,$25.74,$32.82,$39.90,EXEMPT,N45
60671,S22,$25.74,$32.82,$39.90,EXEMPT,N06
60674,S22,$25.74,$32.82,$39.90,EXEMPT,P51
60807,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P14
60835,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P14
60907,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P52
60916,S22,$25.74,$32.82,$39.90,EXEMPT,N16
60950,S22,$25.74,$32.82,$39.90,EXEMPT,N02
61008,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P16
61015,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P16
61102,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P05
61105,S22,$25.74,$32.82,$39.90,EXEMPT,N42
61115,S22,$25.74,$32.82,$39.90,EXEMPT,N45
61213,S22,$25.74,$32.82,$39.90,EXEMPT,L03
61216,S22,$25.74,$32.82,$39.90,EXEMPT,N07
61318,S22,$25.74,$32.82,$39.90,EXEMPT,N25
61413,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P18
61459,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N46
61460,S22,$25.74,$32.82,$39.90,EXEMPT,N02
61475,S22,$25.74,$32.82,$39.90,EXEMPT,N02
61511,S22,$25.74,$32.82,$39.90,EXEMPT,N16
61527,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N45
61547,S22,$25.74,$32.82,$39.90,EXEMPT,N42
61573,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N25
61574,S22,$25.74,$32.82,$39.90,EXEMPT,N44
61588,S22,$25.74,$32.82,$39.90,EXEMPT,N38
61672,S22,$25.74,$32.82,$39.90,EXEMPT,N42
61705,S22,$25.74,$32.82,$39.90,EXEMPT,N27
61751,S22,$25.74,$32.82,$39.90,EXEMPT,L03
62107,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P14
62527,S22,$25.74,$32.82,$39.90,NON-EXEMPT,N45
66094,S22,$25.74,$32.82,$39.90,EXEMPT,N45
67002,S22,$25.74,$32.82,$39.90,EXEMPT,N18
68243,S22,$25.74,$32.82,$39.90,NON-EXEMPT,L03
68289,S22,$25.74,$32.82,$39.90,EXEMPT,N45
68339,S22,$25.74,$32.82,$39.90,EXEMPT,N25
68766,S22,$25.74,$32.82,$39.90,NON-EXEMPT,P05
50924,S23,$27.03,$34.46,$41.90,EXEMPT,P18
51046,S23,$27.03,$34.46,$41.90,EXEMPT,S01
51375,S23,$27.03,$34.46,$41.90,NON-EXEMPT,SP1
58305,S23,$27.03,$34.46,$41.90,EXEMPT,S01
60010,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P22
60034,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P10
60152,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P10
60158,S23,$27.03,$34.46,$41.90,EXEMPT,N50
60200,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P16
60375,S23,$27.03,$34.46,$41.90,EXEMPT,N25
60474,S23,$27.03,$34.46,$41.90,EXEMPT,N02
60477,S23,$27.03,$34.46,$41.90,EXEMPT,N46
60492,S23,$27.03,$34.46,$41.90,EXEMPT,P18
60494,S23,$27.03,$34.46,$41.90,EXEMPT,N46
60498,S23,$27.03,$34.46,$41.90,EXEMPT,N50
60521,S23,$27.03,$34.46,$41.90,EXEMPT,N50
60578,S23,$27.03,$34.46,$41.90,EXEMPT,N21
60597,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P10
60675,S23,$27.03,$34.46,$41.90,EXEMPT,P18
60834,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P10
60855,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P14
60856,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P14
60960,S23,$27.03,$34.46,$41.90,EXEMPT,N27
60992,S23,$27.03,$34.46,$41.90,EXEMPT,N50
60993,S23,$27.03,$34.46,$41.90,EXEMPT,N46
61003,S23,$27.03,$34.46,$41.90,EXEMPT,N02
61050,S23,$27.03,$34.46,$41.90,EXEMPT,N02
61104,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P05
61106,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P05
61278,S23,$27.03,$34.46,$41.90,EXEMPT,N50
61279,S23,$27.03,$34.46,$41.90,EXEMPT,N02
61282,S23,$27.03,$34.46,$41.90,EXEMPT,N50
61370,S23,$27.03,$34.46,$41.90,EXEMPT,N25
61378,S23,$27.03,$34.46,$41.90,EXEMPT,N16
61483,S23,$27.03,$34.46,$41.90,EXEMPT,N50
61538,S23,$27.03,$34.46,$41.90,NON-EXEMPT,N45
61575,S23,$27.03,$34.46,$41.90,EXEMPT,N44
61578,S23,$27.03,$34.46,$41.90,EXEMPT,N50
61611,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P18
61714,S23,$27.03,$34.46,$41.90,EXEMPT,P18
61730,S23,$27.03,$34.46,$41.90,EXEMPT,N50
61781,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P10
61899,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P16
61969,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P16
62611,S23,$27.03,$34.46,$41.90,NON-EXEMPT,P18
51286,S24,$28.38,$36.18,$43.99,EXEMPT,S01
51355,S24,$28.38,$36.18,$43.99,EXEMPT,SP1
51443,S24,$28.38,$36.18,$43.99,EXEMPT,S01
58304,S24,$28.38,$36.18,$43.99,EXEMPT,S01
60102,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P18
60480,S24,$28.38,$36.18,$43.99,EXEMPT,N29
60503,S24,$28.38,$36.18,$43.99,EXEMPT,N25
60560,S24,$28.38,$36.18,$43.99,EXEMPT,N16
60598,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P10
60610,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P10
60611,S24,$28.38,$36.18,$43.99,EXEMPT,P18
60637,S24,$28.38,$36.18,$43.99,EXEMPT,P18
60681,S24,$28.38,$36.18,$43.99,EXEMPT,P18
60706,S24,$28.38,$36.18,$43.99,EXEMPT,N27
60983,S24,$28.38,$36.18,$43.99,EXEMPT,"FLSA, Title & Pay Grade changes 12/28/22 TG"
61022,S24,$28.38,$36.18,$43.99,EXEMPT,N25
61024,S24,$28.38,$36.18,$43.99,EXEMPT,
61157,S24,$28.38,$36.18,$43.99,NON-EXEMPT,N45
61162,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P05
61239,S24,$28.38,$36.18,$43.99,EXEMPT,N02
61262,S24,$28.38,$36.18,$43.99,EXEMPT,N25
61263,S24,$28.38,$36.18,$43.99,EXEMPT,N07
61286,S24,$28.38,$36.18,$43.99,EXEMPT,S01
61319,S24,$28.38,$36.18,$43.99,EXEMPT,N25
61328,S24,$28.38,$36.18,$43.99,EXEMPT,P18
61329,S24,$28.38,$36.18,$43.99,EXEMPT,P18
61330,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P51
61350,S24,$28.38,$36.18,$43.99,EXEMPT,N25
61363,S24,$28.38,$36.18,$43.99,EXEMPT,N38
61469,S24,$28.38,$36.18,$43.99,EXEMPT,P18
61470,S24,$28.38,$36.18,$43.99,EXEMPT,N02
61577,S24,$28.38,$36.18,$43.99,NON-EXEMPT,N28
61583,S24,$28.38,$36.18,$43.99,EXEMPT,N21
61615,S24,$28.38,$36.18,$43.99,EXEMPT,N45
61622,S24,$28.38,$36.18,$43.99,EXEMPT,P05
61675,S24,$28.38,$36.18,$43.99,EXEMPT,P18
61713,S24,$28.38,$36.18,$43.99,EXEMPT,N50
61902,S24,$28.38,$36.18,$43.99,EXEMPT,N43
62194,S24,$28.38,$36.18,$43.99,EXEMPT,
62330,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P51
62577,S24,$28.38,$36.18,$43.99,NON-EXEMPT,N28
62706,S24,$28.38,$36.18,$43.99,NON-EXEMPT,N27
68295,S24,$28.38,$36.18,$43.99,EXEMPT,N16
68302,S24,$28.38,$36.18,$43.99,EXEMPT,N25
68892,S24,$28.38,$36.18,$43.99,NON-EXEMPT,P05
51679,S25,$29.80,$37.99,$46.19,EXEMPT,S01
60099,S25,$29.80,$37.99,$46.19,EXEMPT,N25
60465,S25,$29.80,$37.99,$46.19,EXEMPT,N16
60473,S25,$29.80,$37.99,$46.19,EXEMPT,N16
60518,S25,$29.80,$37.99,$46.19,NON-EXEMPT,P05
60519,S25,$29.80,$37.99,$46.19,EXEMPT,N50
60720,S25,$29.80,$37.99,$46.19,NON-EXEMPT,R05
60815,S25,$29.80,$37.99,$46.19,EXEMPT,P18
61202,S25,$29.80,$37.99,$46.19,EXEMPT,N27
61215,S25,$29.80,$37.99,$46.19,EXEMPT,P20
61280,S25,$29.80,$37.99,$46.19,EXEMPT,N02
61309,S25,$29.80,$37.99,$46.19,EXEMPT,N25
61347,S25,$29.80,$37.99,$46.19,EXEMPT,P22
61400,S25,$29.80,$37.99,$46.19,EXEMPT,P18
61404,S25,$29.80,$37.99,$46.19,EXEMPT,P18
61415,S25,$29.80,$37.99,$46.19,EXEMPT,N16
61458,S25,$29.80,$37.99,$46.19,EXEMPT,N02
61474,S25,$29.80,$37.99,$46.19,EXEMPT,P59
61695,S25,$29.80,$37.99,$46.19,NON-EXEMPT,N28
61712,S25,$29.80,$37.99,$46.19,EXEMPT,P18
61755,S25,$29.80,$37.99,$46.19,EXEMPT,N27
61766,S25,$29.80,$37.99,$46.19,NON-EXEMPT,N45
61889,S25,$29.80,$37.99,$46.19,NON-EXEMPT,P51
62573,S25,$29.80,$37.99,$46.19,EXEMPT,N29
62586,S25,$29.80,$37.99,$46.19,NON-EXEMPT,P18
62695,S25,$29.80,$37.99,$46.19,NON-EXEMPT,N28
62712,S25,$29.80,$37.99,$46.19,NON-EXEMPT,P18
62889,S25,$29.80,$37.99,$46.19,NON-EXEMPT,P51
68682,S25,$29.80,$37.99,$46.19,EXEMPT,P18
50009,S26,$31.29,$39.89,$48.50,EXEMPT,S01
51233,S26,$31.29,$39.89,$48.50,NON-EXEMPT,SP1
51453,S26,$31.29,$39.89,$48.50,EXEMPT,SP1
51518,S26,$31.29,$39.89,$48.50,EXEMPT,S01
51737,S26,$31.29,$39.89,$48.50,EXEMPT,S01
60119,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
60161,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P10
60219,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
60379,S26,$31.29,$39.89,$48.50,EXEMPT,N50
60906,S26,$31.29,$39.89,$48.50,EXEMPT,N16
60961,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P10
60978,S26,$31.29,$39.89,$48.50,EXEMPT,N50
61001,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
61005,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
61007,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
61023,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
61201,S26,$31.29,$39.89,$48.50,EXEMPT,N27
61289,S26,$31.29,$39.89,$48.50,EXEMPT,N25
61369,S26,$31.29,$39.89,$48.50,EXEMPT,N25
61376,S26,$31.29,$39.89,$48.50,EXEMPT,N16
61461,S26,$31.29,$39.89,$48.50,EXEMPT,N16
61652,S26,$31.29,$39.89,$48.50,EXEMPT,N27
61683,S26,$31.29,$39.89,$48.50,EXEMPT,N50
61686,S26,$31.29,$39.89,$48.50,EXEMPT,N50
61696,S26,$31.29,$39.89,$48.50,EXEMPT,N50
61723,S26,$31.29,$39.89,$48.50,EXEMPT,N25
61809,S26,$31.29,$39.89,$48.50,EXEMPT,N50
61961,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P10
61978,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
61988,S26,$31.29,$39.89,$48.50,EXEMPT,N50
62024,S26,$31.29,$39.89,$48.50,NON-EXEMPT,P16
64451,S26,$31.29,$39.89,$48.50,EXEMPT,N25
65100,S26,$31.29,$39.89,$48.50,NON-EXEMPT,N16
